City,StateName,Date,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values
Waco,TX,2020-04-30,395197,"Waco, TX",msa,178,32.0,20.0,55.0,189029.0,116703.07643006554
Athens,GA,2020-05-31,394346,"Athens, GA",msa,217,29.0,26.0,58.0,222784.0,259047.71230834958
Bellingham,WA,2020-05-31,394378,"Bellingham, WA",msa,205,32.0,9.0,78.0,392296.0,456291.5649109427
Bend,OR,2020-05-31,394380,"Bend, OR",msa,232,36.0,16.0,68.0,417184.0,466126.1930836734
Boulder,CO,2020-05-31,394405,"Boulder, CO",msa,156,32.0,9.0,79.0,521299.0,879008.7914997541
Detroit,MI,2020-05-31,394532,"Detroit, MI",msa,14,35.0,17.0,79.0,178963.0,48085.02017528153
Dover,DE,2020-05-31,394539,"Dover, DE",msa,244,40.0,21.0,69.0,220219.0,241488.5187302945
Dubuque,IA,2020-05-31,394542,"Dubuque, IA",msa,396,40.0,23.0,54.0,172001.0,123781.68793602701
Hartford,CT,2020-05-31,394669,"Hartford, CT",msa,49,45.0,15.0,78.0,238815.0,125571.03165455132
Houston,TX,2020-05-31,394692,"Houston, TX",msa,5,32.0,23.0,59.0,232155.0,183184.52805815323
Huntsville,AL,2020-05-31,394698,"Huntsville, AL",msa,114,36.0,8.0,72.0,201150.0,214151.53545099837
Kansas City,MO,2020-05-31,394735,"Kansas City, MO",msa,31,36.0,6.0,86.0,218004.0,159535.66102517192
Nashville,TN,2020-05-31,394902,"Nashville, TN",msa,37,29.0,31.0,63.0,285560.0,275540.07568547514
New Haven,CT,2020-05-31,394908,"New Haven, CT",msa,68,47.0,16.0,75.0,229322.0,171555.47493460283
Saginaw,MI,2020-05-31,395047,"Saginaw, MI",msa,233,36.0,25.0,98.0,117325.0,35341.25663959913
Spartanburg,SC,2020-05-31,395109,"Spartanburg, SC",msa,160,37.0,22.0,56.0,167284.0,119151.32608699826
York,PA,2020-05-31,395244,"York, PA",msa,122,43.0,18.0,75.0,184556.0,181166.46421380318
Youngstown,OH,2020-05-31,395245,"Youngstown, OH",msa,106,30.0,37.0,58.0,109153.0,27177.594262800536
Albany,NY,2020-06-30,394308,"Albany, NY",msa,64,55.0,16.0,155.0,203772.0,199045.8541813911
Bridgeport,CT,2020-06-30,394415,"Bridgeport, CT",msa,60,50.0,31.0,79.0,404487.0,172624.9809076807
Elkhart,IN,2020-06-30,394565,"Elkhart, IN",msa,223,24.0,45.0,76.0,170884.0,113894.39056436795
Fresno,CA,2020-06-30,394619,"Fresno, CA",msa,57,31.0,23.0,77.0,277422.0,248822.96693257213
Greenville,NC,2020-06-30,394651,"Greenville, NC",msa,259,39.0,8.0,73.0,147866.0,183708.90120262228
Indianapolis,IN,2020-06-30,394705,"Indianapolis, IN",msa,34,35.0,7.0,76.0,189482.0,164762.9968043494
Lexington,KY,2020-06-30,394792,"Lexington, KY",msa,110,39.0,11.0,66.0,198691.0,168503.90469072183
Little Rock,AR,2020-06-30,394798,"Little Rock, AR",msa,81,34.0,26.0,65.0,163660.0,137549.34144069755
Mount Vernon,WA,2020-06-30,394890,"Mount Vernon, WA",msa,327,35.0,7.0,84.0,378143.0,338944.79928740783
New Haven,CT,2020-06-30,394908,"New Haven, CT",msa,68,47.0,14.0,82.0,223956.0,171317.32875349966
Olympia,WA,2020-06-30,394937,"Olympia, WA",msa,172,34.0,4.0,99.0,350628.0,359882.8417514998
Pittsfield,MA,2020-06-30,394983,"Pittsfield, MA",msa,326,45.0,29.0,76.0,224648.0,115525.84898690673
Plattsburgh,NY,2020-06-30,394986,"Plattsburgh, NY",msa,452,55.0,33.0,86.0,140098.0,149678.3154573464
Richmond,VA,2020-06-30,395022,"Richmond, VA",msa,45,40.0,8.0,80.0,248635.0,221736.18450896326
Rochelle,IL,2020-06-30,395029,"Rochelle, IL",msa,594,40.0,21.0,47.0,138896.0,136763.33296750733
Rockford,IL,2020-06-30,395033,"Rockford, IL",msa,153,38.0,14.0,67.0,120858.0,94493.73457970821
San Diego,CA,2020-06-30,395056,"San Diego, CA",msa,17,25.0,18.0,80.0,581950.0,577302.5696142372
Stockton,CA,2020-06-30,395134,"Stockton, CA",msa,77,32.0,12.0,86.0,386336.0,288736.6399130188
Waco,TX,2020-06-30,395197,"Waco, TX",msa,178,34.0,16.0,56.0,196251.0,118444.68251869526
Bakersfield,CA,2020-07-31,394357,"Bakersfield, CA",msa,63,40.0,22.0,75.0,246930.0,290360.64005163615
Buffalo,NY,2020-07-31,394425,"Buffalo, NY",msa,50,60.0,10.0,165.0,165996.0,123517.18873208384
Gettysburg,PA,2020-07-31,394630,"Gettysburg, PA",msa,382,44.0,22.0,73.0,209689.0,267578.02794397733
Jamestown,NY,2020-07-31,394719,"Jamestown, NY",msa,328,58.0,47.0,68.0,105653.0,119932.26327438255
Madison,WI,2020-07-31,394816,"Madison, WI",msa,88,35.0,20.0,88.0,273215.0,282114.5280865017
Pittsburgh,PA,2020-07-31,394982,"Pittsburgh, PA",msa,27,47.0,9.0,73.0,168010.0,152874.64930565085
Portland,OR,2020-07-31,394998,"Portland, OR",msa,25,33.0,7.0,86.0,406052.0,472469.5290916559
Pueblo,CO,2020-07-31,395007,"Pueblo, CO",msa,264,46.0,15.0,77.0,193086.0,166558.9413053435
Richmond,VA,2020-07-31,395022,"Richmond, VA",msa,45,40.0,7.0,83.0,248947.0,221842.75356632695
Salinas,CA,2020-07-31,395050,"Salinas, CA",msa,125,33.0,21.0,70.0,664822.0,465078.6427346343
Savannah,GA,2020-07-31,395070,"Savannah, GA",msa,138,36.0,20.0,59.0,210064.0,151082.16700093017
South Bend,IN,2020-07-31,395107,"South Bend, IN",msa,159,24.0,16.0,74.0,149800.0,97860.15971943589
Traverse City,MI,2020-07-31,395163,"Traverse City, MI",msa,287,14.0,42.0,70.0,253482.0,303705.84281405935
Waterloo,IA,2020-07-31,395210,"Waterloo, IA",msa,261,42.0,19.0,58.0,144974.0,70072.04390512343
Yakima,WA,2020-07-31,395240,"Yakima, WA",msa,193,40.0,10.0,85.0,259328.0,322624.25440333184
Battle Creek,MI,2020-08-31,394368,"Battle Creek, MI",msa,318,35.0,12.0,100.0,125383.0,68044.82931007362
Beaumont,TX,2020-08-31,394372,"Beaumont, TX",msa,140,37.0,23.0,46.0,173425.0,134885.14893469308
Bend,OR,2020-08-31,394380,"Bend, OR",msa,232,37.0,13.0,87.0,439792.0,468305.084693109
Chico,CA,2020-08-31,394464,"Chico, CA",msa,215,33.0,11.0,75.0,348120.0,352542.6348714853
Cleveland,OH,2020-08-31,394475,"Cleveland, OH",msa,35,33.0,15.0,75.0,146854.0,60542.68059109553
College Station,TX,2020-08-31,394483,"College Station, TX",msa,189,35.0,36.0,52.0,234610.0,270851.2921733684
Detroit,MI,2020-08-31,394532,"Detroit, MI",msa,14,36.0,9.0,83.0,192185.0,48365.571002820936
Fort Wayne,IN,2020-08-31,394612,"Fort Wayne, IN",msa,132,30.0,7.0,69.0,161842.0,144509.59422594463
Hartford,CT,2020-08-31,394669,"Hartford, CT",msa,49,45.0,8.0,81.0,231723.0,125638.04175761955
Kansas City,MO,2020-08-31,394735,"Kansas City, MO",msa,31,36.0,4.0,81.0,226619.0,159846.6553717663
Lawrence,KS,2020-08-31,394778,"Lawrence, KS",msa,349,35.0,8.0,78.0,235096.0,199612.75316446286
Lincoln,NE,2020-08-31,394796,"Lincoln, NE",msa,154,41.0,7.0,90.0,199921.0,178907.05322824398
Little Rock,AR,2020-08-31,394798,"Little Rock, AR",msa,81,38.0,14.0,58.0,168892.0,138674.5929193545
Provo,UT,2020-08-31,395006,"Provo, UT",msa,92,31.0,8.0,84.0,351896.0,324666.8708167715
Rochelle,IL,2020-08-31,395029,"Rochelle, IL",msa,594,42.0,19.0,43.0,139138.0,137676.32142426318
Santa Rosa,CA,2020-08-31,395068,"Santa Rosa, CA",msa,112,30.0,20.0,80.0,657873.0,523633.9160287067
Toledo,OH,2020-08-31,395160,"Toledo, OH",msa,93,37.0,7.0,75.0,122959.0,75585.1474979188
Torrington,CT,2020-08-31,395162,"Torrington, CT",msa,236,48.0,14.0,71.0,256512.0,163653.62168236644
Trenton,NJ,2020-08-31,395164,"Trenton, NJ",msa,142,47.0,15.0,84.0,244799.0,100620.19757421808
Wilmington,NC,2020-08-31,395229,"Wilmington, NC",msa,174,37.0,13.0,64.0,280068.0,261196.18485823733
Chico,CA,2020-09-30,394464,"Chico, CA",msa,215,34.0,10.0,71.0,357163.0,356012.93782211444
Cleveland,OH,2020-09-30,394475,"Cleveland, OH",msa,35,33.0,16.0,69.0,151550.0,62867.52494562836
Danville,IL,2020-09-30,394516,"Danville, IL",msa,472,32.0,29.0,20.0,82000.0,55236.28615487329
Fayetteville,NC,2020-09-30,394589,"Fayetteville, NC",msa,109,39.0,5.0,76.0,168751.0,128939.009718852
Flint,MI,2020-09-30,394596,"Flint, MI",msa,135,39.0,6.0,71.0,151902.0,22425.585211961385
Key West,FL,2020-09-30,394744,"Key West, FL",msa,442,38.0,146.0,34.0,626134.0,881840.2921133494
Little Rock,AR,2020-09-30,394798,"Little Rock, AR",msa,81,29.0,20.0,57.0,173841.0,140189.01456315673
Norwich,CT,2020-09-30,394924,"Norwich, CT",msa,185,46.0,11.0,64.0,255186.0,200964.01118781415
Ogden,UT,2020-09-30,394931,"Ogden, UT",msa,87,30.0,5.0,86.0,332188.0,239749.52479995938
Portland,ME,2020-09-30,394997,"Portland, ME",msa,105,32.0,16.0,81.0,331676.0,370964.3668510958
Rochester,MN,2020-09-30,395030,"Rochester, MN",msa,207,37.0,16.0,71.0,237939.0,237959.8983137627
Salt Lake City,UT,2020-09-30,395053,"Salt Lake City, UT",msa,48,31.0,6.0,83.0,376951.0,406500.1678818931
Traverse City,MI,2020-09-30,395163,"Traverse City, MI",msa,287,14.0,44.0,71.0,272744.0,308523.5671275166
Waco,TX,2020-09-30,395197,"Waco, TX",msa,178,34.0,13.0,62.0,204028.0,123863.0251126884
Yakima,WA,2020-09-30,395240,"Yakima, WA",msa,193,42.0,7.0,81.0,275457.0,330750.28998659865
Blacksburg,VA,2020-10-31,394392,"Blacksburg, VA",msa,265,39.0,9.0,63.0,211002.0,337788.8880967382
Corning,NY,2020-10-31,394501,"Corning, NY",msa,413,58.0,42.0,57.0,122057.0,112645.1427360797
Greenville,SC,2020-10-31,394653,"Greenville, SC",msa,61,39.0,9.0,60.0,218741.0,232512.23229853174
Jonesboro,AR,2020-10-31,394728,"Jonesboro, AR",msa,323,36.0,18.0,53.0,156679.0,169667.50278151975
Mount Vernon,WA,2020-10-31,394890,"Mount Vernon, WA",msa,327,35.0,8.0,80.0,403235.0,358039.9217372464
Norwich,CT,2020-10-31,394924,"Norwich, CT",msa,185,47.0,10.0,61.0,261344.0,204265.2740694711
Provo,UT,2020-10-31,395006,"Provo, UT",msa,92,32.0,6.0,83.0,365979.0,334770.65527846897
Pueblo,CO,2020-10-31,395007,"Pueblo, CO",msa,264,27.0,20.0,73.0,221637.0,176652.84396857073
Salinas,CA,2020-10-31,395050,"Salinas, CA",msa,125,34.0,13.0,69.0,762103.0,477743.28414099495
Spokane,WA,2020-10-31,395113,"Spokane, WA",msa,100,35.0,7.0,82.0,295018.0,324384.878035828
Tallahassee,FL,2020-10-31,395146,"Tallahassee, FL",msa,145,37.0,16.0,55.0,205563.0,209120.05985038454
Virginia Beach,VA,2020-10-31,395194,"Virginia Beach, VA",msa,38,31.0,28.0,72.0,260749.0,373023.1419683229
Yakima,WA,2020-10-31,395240,"Yakima, WA",msa,193,43.0,7.0,83.0,268602.0,336550.96486223664
Albany,OR,2020-11-30,394307,"Albany, OR",msa,330,41.0,19.0,80.0,294692.0,265661.14274101873
Baton Rouge,LA,2020-11-30,394367,"Baton Rouge, LA",msa,66,39.0,21.0,53.0,208780.0,185358.07878728776
Cape Coral,FL,2020-11-30,394440,"Cape Coral, FL",msa,78,39.0,22.0,54.0,260011.0,305698.5788939658
Chicago,IL,2020-11-30,394463,"Chicago, IL",msa,3,43.0,14.0,58.0,258533.0,266783.26804258366
Dallas,TX,2020-11-30,394514,"Dallas, TX",msa,4,23.0,22.0,74.0,297284.0,261941.1552881333
Evansville,IN,2020-11-30,394579,"Evansville, IN",msa,165,42.0,11.0,67.0,163686.0,95100.75589318735
Las Cruces,NM,2020-11-30,394773,"Las Cruces, NM",msa,214,41.0,8.0,67.0,214270.0,256536.116882629
Las Vegas,NV,2020-11-30,394775,"Las Vegas, NV",msa,30,34.0,18.0,65.0,307588.0,292785.56363931973
Muncie,IN,2020-11-30,394893,"Muncie, IN",msa,364,33.0,12.0,44.0,113371.0,80901.23888660857
Oneonta,NY,2020-11-30,394939,"Oneonta, NY",msa,542,70.0,56.0,50.0,172413.0,149757.12428413014
Pittsburgh,PA,2020-11-30,394982,"Pittsburgh, PA",msa,27,43.0,12.0,58.0,178787.0,162930.97037019976
Rochelle,IL,2020-11-30,395029,"Rochelle, IL",msa,594,43.0,26.0,34.0,149512.0,144877.89029717213
Rochester,NY,2020-11-30,395031,"Rochester, NY",msa,52,53.0,10.0,117.0,168525.0,120450.87313937092
Salinas,CA,2020-11-30,395050,"Salinas, CA",msa,125,36.0,13.0,70.0,768043.0,484361.7706102724
Santa Fe,NM,2020-11-30,395066,"Santa Fe, NM",msa,284,39.0,11.0,57.0,454210.0,397614.73823438305
Spokane,WA,2020-11-30,395113,"Spokane, WA",msa,100,36.0,7.0,85.0,297878.0,330034.54258891044
Springfield,MA,2020-11-30,395115,"Springfield, MA",msa,85,48.0,9.0,82.0,240663.0,184801.36596709574
State College,PA,2020-11-30,395125,"State College, PA",msa,273,45.0,25.0,45.0,269294.0,293243.43308802653
Tallahassee,FL,2020-11-30,395146,"Tallahassee, FL",msa,145,37.0,16.0,56.0,219659.0,211593.89475222793
Yakima,WA,2020-11-30,395240,"Yakima, WA",msa,193,45.0,8.0,86.0,264915.0,342084.58452287
Yuba City,CA,2020-11-30,395246,"Yuba City, CA",msa,247,35.0,8.0,79.0,336262.0,341320.84219030757
Baltimore,MD,2020-12-31,394358,"Baltimore, MD",msa,20,35.0,9.0,82.0,302167.0,151099.944770442
Durham,NC,2020-12-31,394549,"Durham, NC",msa,95,37.0,6.0,92.0,285884.0,315632.7564387621
Erie,PA,2020-12-31,394572,"Erie, PA",msa,184,44.0,17.0,56.0,140930.0,139529.71377252424
Fayetteville,AR,2020-12-31,394590,"Fayetteville, AR",msa,108,38.0,15.0,74.0,229986.0,358492.2934524057
Fayetteville,NC,2020-12-31,394589,"Fayetteville, NC",msa,109,38.0,5.0,77.0,174052.0,135424.25785544896
Flint,MI,2020-12-31,394596,"Flint, MI",msa,135,39.0,11.0,70.0,154197.0,26220.89559765269
Fort Wayne,IN,2020-12-31,394612,"Fort Wayne, IN",msa,132,33.0,7.0,65.0,170472.0,153502.23305259302
Ithaca,NY,2020-12-31,394709,"Ithaca, NY",msa,376,74.0,22.0,79.0,254140.0,309226.31235952675
Little Rock,AR,2020-12-31,394798,"Little Rock, AR",msa,81,34.0,11.0,67.0,176870.0,143469.85495133308
Mobile,AL,2020-12-31,394870,"Mobile, AL",msa,127,33.0,21.0,84.0,161423.0,143110.96497453764
Naples,FL,2020-12-31,394901,"Naples, FL",msa,147,39.0,36.0,49.0,375973.0,495650.5141197311
New York,NY,2020-12-31,394913,"New York, NY",msa,1,58.0,37.0,84.0,464194.0,643368.7035350874
Plattsburgh,NY,2020-12-31,394986,"Plattsburgh, NY",msa,452,68.0,29.0,55.0,165530.0,160960.67283944687
Reading,PA,2020-12-31,395015,"Reading, PA",msa,128,39.0,8.0,77.0,183800.0,231227.88512669818
San Jose,CA,2020-12-31,395059,"San Jose, CA",msa,36,31.0,19.0,128.0,1190453.0,969326.4895364246
Somerset,PA,2020-12-31,395106,"Somerset, PA",msa,475,44.0,33.0,56.0,155444.0,193585.17778997877
Spokane,WA,2020-12-31,395113,"Spokane, WA",msa,100,36.0,8.0,87.0,302386.0,335835.29826416867
Atlanta,GA,2021-01-31,394347,"Atlanta, GA",msa,9,29.0,12.0,80.0,267248.0,285554.30844813585
College Station,TX,2021-01-31,394483,"College Station, TX",msa,189,35.0,48.0,61.0,241480.0,273796.0232347169
Columbus,OH,2021-01-31,394492,"Columbus, OH",msa,32,34.0,5.0,108.0,209583.0,204991.32762018184
Dallas,TX,2021-01-31,394514,"Dallas, TX",msa,4,23.0,22.0,94.0,298228.0,264217.1361928413
Danville,IL,2021-01-31,394516,"Danville, IL",msa,472,27.0,70.0,33.0,61673.0,58250.0910525666
Harrisburg,PA,2021-01-31,394666,"Harrisburg, PA",msa,99,43.0,7.0,83.0,190185.0,154623.2010787216
Houston,TX,2021-01-31,394692,"Houston, TX",msa,5,35.0,15.0,67.0,261848.0,194697.0443930007
Lakeland,FL,2021-01-31,394766,"Lakeland, FL",msa,82,38.0,11.0,65.0,220724.0,161804.16808124405
New York,NY,2021-01-31,394913,"New York, NY",msa,1,57.0,47.0,87.0,468103.0,643549.490706759
Olympia,WA,2021-01-31,394937,"Olympia, WA",msa,172,34.0,5.0,121.0,392861.0,396899.68739057664
Peoria,IL,2021-01-31,394972,"Peoria, IL",msa,136,36.0,38.0,45.0,124820.0,51287.89727190601
Rapid City,SD,2021-01-31,395013,"Rapid City, SD",msa,313,50.0,7.0,85.0,263287.0,268885.7824289857
Roanoke,VA,2021-01-31,395028,"Roanoke, VA",msa,164,41.0,13.0,69.0,208320.0,125531.80102614664
Sacramento,CA,2021-01-31,395045,"Sacramento, CA",msa,26,31.0,8.0,105.0,466964.0,411344.81527499214
Springfield,MO,2021-01-31,395116,"Springfield, MO",msa,118,40.0,10.0,78.0,176488.0,137520.59141942684
Albany,NY,2021-02-28,394308,"Albany, NY",msa,64,63.0,14.0,117.0,217675.0,215233.44274736632
Bellingham,WA,2021-02-28,394378,"Bellingham, WA",msa,205,33.0,8.0,118.0,436397.0,507125.76446843625
Binghamton,NY,2021-02-28,394387,"Binghamton, NY",msa,195,62.0,36.0,73.0,141309.0,113786.94862957062
Blacksburg,VA,2021-02-28,394392,"Blacksburg, VA",msa,265,41.0,12.0,82.0,202103.0,358090.64135703124
Cedar Rapids,IA,2021-02-28,394447,"Cedar Rapids, IA",msa,179,28.0,18.0,89.0,169595.0,113199.04754203465
Columbus,OH,2021-02-28,394492,"Columbus, OH",msa,32,33.0,5.0,121.0,208905.0,207576.24704775232
Grand Rapids,MI,2021-02-28,394640,"Grand Rapids, MI",msa,53,34.0,6.0,115.0,223742.0,206263.2235155195
Las Cruces,NM,2021-02-28,394773,"Las Cruces, NM",msa,214,41.0,12.0,86.0,218418.0,265307.0780224683
Louisville,KY,2021-02-28,394807,"Louisville, KY",msa,46,35.0,14.0,85.0,199699.0,223046.56333538028
Pittsfield,MA,2021-02-28,394983,"Pittsfield, MA",msa,326,45.0,50.0,75.0,233955.0,134654.9523173659
Plattsburgh,NY,2021-02-28,394986,"Plattsburgh, NY",msa,452,62.0,36.0,63.0,161156.0,162492.85914793418
Reno,NV,2021-02-28,395019,"Reno, NV",msa,113,37.0,6.0,98.0,430488.0,448470.87619326863
Riverside,CA,2021-02-28,395025,"Riverside, CA",msa,13,35.0,10.0,97.0,433468.0,456157.64101001975
Rochester,NY,2021-02-28,395031,"Rochester, NY",msa,52,56.0,10.0,150.0,165963.0,126210.88098126923
San Antonio,TX,2021-02-28,395055,"San Antonio, TX",msa,24,27.0,19.0,87.0,254087.0,221870.0289164269
Traverse City,MI,2021-02-28,395163,"Traverse City, MI",msa,287,29.0,24.0,98.0,251548.0,333622.16400283744
Virginia Beach,VA,2021-02-28,395194,"Virginia Beach, VA",msa,38,29.0,21.0,93.0,267402.0,391403.0784147482
Yakima,WA,2021-02-28,395240,"Yakima, WA",msa,193,43.0,11.0,95.0,282587.0,354420.90119722625
Baton Rouge,LA,2021-03-31,394367,"Baton Rouge, LA",msa,66,34.0,25.0,57.0,211773.0,190079.73975552327
Chicago,IL,2021-03-31,394463,"Chicago, IL",msa,3,39.0,12.0,74.0,262059.0,281512.830326134
Columbia,SC,2021-03-31,394486,"Columbia, SC",msa,72,35.0,12.0,78.0,191091.0,149506.39709670824
Dover,DE,2021-03-31,394539,"Dover, DE",msa,244,43.0,6.0,88.0,245248.0,274603.3149351809
Flagstaff,AZ,2021-03-31,394595,"Flagstaff, AZ",msa,302,36.0,6.0,92.0,449378.0,470313.0766769533
Iowa City,IA,2021-03-31,394707,"Iowa City, IA",msa,252,24.0,35.0,66.0,226930.0,241515.6718493855
Jackson,MI,2021-03-31,394710,"Jackson, MI",msa,272,37.0,13.0,101.0,152941.0,126957.49673867023
Olympia,WA,2021-03-31,394937,"Olympia, WA",msa,172,32.0,5.0,104.0,410862.0,413396.44933320564
Plattsburgh,NY,2021-03-31,394986,"Plattsburgh, NY",msa,452,61.0,27.0,65.0,158582.0,163222.712400726
Pueblo,CO,2021-03-31,395007,"Pueblo, CO",msa,264,26.0,11.0,82.0,229105.0,194638.150603364
Rochester,NY,2021-03-31,395031,"Rochester, NY",msa,52,54.0,8.0,158.0,164211.0,128035.15783386705
Springfield,IL,2021-03-31,395114,"Springfield, IL",msa,220,42.0,18.0,64.0,130715.0,80638.86076494778
Stockton,CA,2021-03-31,395134,"Stockton, CA",msa,77,32.0,7.0,107.0,430567.0,329501.93461384246
Tampa,FL,2021-03-31,395148,"Tampa, FL",msa,18,34.0,7.0,78.0,260622.0,308785.7546050337
Chattanooga,TN,2021-04-30,394460,"Chattanooga, TN",msa,102,33.0,4.0,79.0,217595.0,203753.25484873168
Dayton,OH,2021-04-30,845158,"Dayton, OH",msa,74,35.0,3.0,85.0,147448.0,81298.83020597279
Dubuque,IA,2021-04-30,394542,"Dubuque, IA",msa,396,40.0,10.0,81.0,175744.0,136254.0299392557
Durham,NC,2021-04-30,394549,"Durham, NC",msa,95,33.0,4.0,120.0,299856.0,335300.6814760264
Eugene,OR,2021-04-30,394576,"Eugene, OR",msa,146,33.0,5.0,96.0,365725.0,420129.94544568105
Longview,WA,2021-04-30,394804,"Longview, WA",msa,368,34.0,5.0,91.0,323150.0,317522.637475094
Minneapolis,MN,2021-04-30,394865,"Minneapolis, MN",msa,16,30.0,10.0,102.0,307327.0,312969.2039156177
Oneonta,NY,2021-04-30,394939,"Oneonta, NY",msa,542,68.0,25.0,44.0,145403.0,153939.82188375064
Providence,RI,2021-04-30,395005,"Providence, RI",msa,39,43.0,7.0,95.0,330312.0,273586.71201993804
Spartanburg,SC,2021-04-30,395109,"Spartanburg, SC",msa,160,36.0,4.0,84.0,185589.0,139353.58539290726
Springfield,IL,2021-04-30,395114,"Springfield, IL",msa,220,42.0,10.0,67.0,131886.0,80899.15413531546
Tampa,FL,2021-04-30,395148,"Tampa, FL",msa,18,34.0,5.0,78.0,262926.0,315792.5678846599
Tyler,TX,2021-04-30,395174,"Tyler, TX",msa,201,27.0,22.0,68.0,250116.0,242065.66534046258
Abilene,TX,2021-05-31,394299,"Abilene, TX",msa,251,26.0,16.0,76.0,184447.0,149874.68523924588
Albuquerque,NM,2021-05-31,394312,"Albuquerque, NM",msa,62,38.0,4.0,77.0,263193.0,265276.8026811297
Binghamton,NY,2021-05-31,394387,"Binghamton, NY",msa,195,54.0,9.0,77.0,135583.0,117964.38785451946
Bridgeport,CT,2021-05-31,394415,"Bridgeport, CT",msa,60,51.0,7.0,76.0,489737.0,207875.96944010656
Columbus,OH,2021-05-31,394492,"Columbus, OH",msa,32,31.0,3.0,92.0,224048.0,218940.48021993632
Des Moines,IA,2021-05-31,394531,"Des Moines, IA",msa,84,41.0,7.0,76.0,210087.0,166616.102031963
Fresno,CA,2021-05-31,394619,"Fresno, CA",msa,57,34.0,8.0,89.0,330838.0,289545.09267027257
Hartford,CT,2021-05-31,394669,"Hartford, CT",msa,49,44.0,5.0,90.0,256719.0,132411.81910577285
Johnstown,PA,2021-05-31,394727,"Johnstown, PA",msa,322,34.0,15.0,99.0,83945.0,141438.31895182407
Las Cruces,NM,2021-05-31,394773,"Las Cruces, NM",msa,214,39.0,4.0,90.0,223889.0,276214.1187313377
Lincoln,NE,2021-05-31,394796,"Lincoln, NE",msa,154,37.0,3.0,94.0,217583.0,201322.87372433644
New Castle,PA,2021-05-31,394907,"New Castle, PA",msa,427,45.0,6.0,113.0,93562.0,94454.41471511542
Pensacola,FL,2021-05-31,394971,"Pensacola, FL",msa,111,33.0,11.0,77.0,242256.0,177811.52121135208
Richmond,VA,2021-05-31,395022,"Richmond, VA",msa,45,36.0,5.0,89.0,274952.0,257238.75336931893
San Francisco,CA,2021-05-31,395057,"San Francisco, CA",msa,12,28.0,9.0,146.0,1047626.0,1419212.217252134
Waco,TX,2021-05-31,395197,"Waco, TX",msa,178,35.0,5.0,80.0,225920.0,144882.703622895
Albany,NY,2021-06-30,394308,"Albany, NY",msa,64,56.0,6.0,86.0,250272.0,225212.7322019198
Chicago,IL,2021-06-30,394463,"Chicago, IL",msa,3,42.0,6.0,65.0,266569.0,288679.770336649
Corpus Christi,TX,2021-06-30,394502,"Corpus Christi, TX",msa,129,38.0,8.0,63.0,244306.0,210296.321322145
Fort Wayne,IN,2021-06-30,394612,"Fort Wayne, IN",msa,132,31.0,3.0,83.0,175344.0,167456.27423385036
Joplin,MO,2021-06-30,394729,"Joplin, MO",msa,243,39.0,6.0,80.0,156992.0,
Kalamazoo,MI,2021-06-30,394732,"Kalamazoo, MI",msa,190,37.0,5.0,77.0,192710.0,143062.29167380166
Las Cruces,NM,2021-06-30,394773,"Las Cruces, NM",msa,214,39.0,4.0,83.0,235244.0,280900.62788009376
Lexington,KY,2021-06-30,394792,"Lexington, KY",msa,110,36.0,3.0,77.0,229521.0,191745.0705189262
Madison,WI,2021-06-30,394816,"Madison, WI",msa,88,34.0,7.0,85.0,312662.0,319163.57582021906
Oklahoma City,OK,2021-06-30,394935,"Oklahoma City, OK",msa,42,35.0,4.0,72.0,188102.0,149714.622836489
Santa Rosa,CA,2021-06-30,395068,"Santa Rosa, CA",msa,112,28.0,10.0,83.0,713787.0,580895.4752619601
Tampa,FL,2021-06-30,395148,"Tampa, FL",msa,18,34.0,5.0,73.0,275966.0,330090.23766696756
Yakima,WA,2021-06-30,395240,"Yakima, WA",msa,193,42.0,6.0,88.0,299588.0,384174.5535462884
Baltimore,MD,2021-07-31,394358,"Baltimore, MD",msa,20,34.0,6.0,71.0,300951.0,169245.41632316168
Birmingham,AL,2021-07-31,394388,"Birmingham, AL",msa,51,32.0,5.0,73.0,212741.0,67152.10719989926
Blacksburg,VA,2021-07-31,394392,"Blacksburg, VA",msa,265,42.0,6.0,74.0,237652.0,383553.9633109635
Cape Coral,FL,2021-07-31,394440,"Cape Coral, FL",msa,78,36.0,7.0,61.0,255507.0,373382.80073045584
Dayton,OH,2021-07-31,845158,"Dayton, OH",msa,74,35.0,4.0,68.0,157141.0,83261.60232395364
Elkhart,IN,2021-07-31,394565,"Elkhart, IN",msa,223,35.0,5.0,77.0,193089.0,136438.93652097147
Fayetteville,NC,2021-07-31,394589,"Fayetteville, NC",msa,109,39.0,5.0,75.0,186144.0,151815.99290654258
Fort Wayne,IN,2021-07-31,394612,"Fort Wayne, IN",msa,132,31.0,3.0,79.0,178015.0,169805.89624326432
Knoxville,TN,2021-07-31,394753,"Knoxville, TN",msa,65,35.0,4.0,72.0,238673.0,198005.88926979338
Lawrence,KS,2021-07-31,394778,"Lawrence, KS",msa,349,38.0,4.0,76.0,261495.0,234182.93938367453
Olympia,WA,2021-07-31,394937,"Olympia, WA",msa,172,31.0,6.0,86.0,436425.0,442411.5880007825
Philadelphia,PA,2021-07-31,394974,"Philadelphia, PA",msa,7,42.0,7.0,69.0,272321.0,248792.34401647645
